Brand,Model,Year,Title,BodyType,Doors,Seats,Kilometres,FuelType,Transmission,DriveType,Cylinders,EngineLiters,Fuel100KM,UsedOrNew,Color,City,State,Price
Toyota,Landcruiser,2015,2015 Toyota Landcruiser Prado GXL (4X4),SUV,4,7,323847.0,Diesel,Automatic,4WD,4.0,3.0,8.5,USED,White,Capalaba,QLD,32990.0
Kia,RIO,2018,2018 Kia RIO S,Hatchback,5,5,86573.0,Unleaded,Automatic,Front,4.0,1.4,6.2,USED,White,Moorebank,NSW,17990.0
Volkswagen,T-Cross,2023,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),SUV,4,5,8.0,Premium,Automatic,Front,3.0,1.0,5.4,DEMO,Black,Chatswood,NSW,42990.0
Toyota,RAV4,2022,2022 Toyota RAV4 GX (2WD) Hybrid,SUV,5,5,398.0,Hybrid,Automatic,Front,4.0,2.5,4.8,USED,Black,Waitara,NSW,56888.0
Ford,Ranger,2010,2010 Ford Ranger XLT (4X4),Ute / Tray,4,5,193721.0,Diesel,Automatic,4WD,4.0,3.0,9.3,USED,,Underwood,QLD,17990.0
Nissan,Qashqai,2022,2022 Nissan Qashqai ST-L 2-Tone,SUV,4,5,2832.0,Premium,Automatic,Front,4.0,1.3,6.1,DEMO,Blue,Greenacre,NSW,45000.0
Renault,Clio,2015,2015 Renault Clio Expression,Hatchback,5,5,72887.0,Unleaded,Automatic,Front,4.0,1.2,5.2,USED,White,Minchinbury,NSW,13800.0
Maserati,Levante,2019,2019 Maserati Levante Gransport,SUV,4,5,14927.0,Premium,Automatic,AWD,6.0,3.0,11.6,USED,Grey,Carlton,NSW,99888.0
Subaru,Forester,2019,2019 Subaru Forester 2.5I-S (awd),SUV,4,5,58875.0,Unleaded,Automatic,AWD,4.0,2.5,7.4,USED,Silver,North Narrabeen,NSW,35490.0
Mercedes-Benz,GLC43,2021,2021 Mercedes-Benz GLC43 4Matic,SUV,4,5,11591.0,Premium,Automatic,AWD,6.0,3.0,10.4,USED,White,Artarmon,NSW,109900.0
Land,Rover,2016,2016 Land Rover Range Rover Sport 3.0 SDV6 HSE,SUV,4,5,208351.0,Diesel,Automatic,AWD,6.0,3.0,7.5,USED,Grey,Penrith,NSW,45950.0
Mitsubishi,Triton,2020,2020 Mitsubishi Triton GSR (4X4),Ute / Tray,4,5,58592.0,Diesel,Automatic,4WD,4.0,2.4,8.6,USED,Grey,Lilydale,VIC,59999.0
Isuzu,D-MAX,2018,2018 Isuzu D-MAX LS-U HI-Ride (4X4),Ute / Tray,4,5,207661.0,Diesel,Automatic,4WD,4.0,3.0,7.9,USED,Grey,Caringbah,NSW,39990.0
Ford,Kuga,2013,2013 Ford Kuga Titanium (awd),SUV,4,5,131930.0,Diesel,Automatic,AWD,4.0,2.0,6.4,USED,Yellow,Liverpool,NSW,17950.0
Lamborghini,Urus,2019,2019 Lamborghini Urus 4 Seat,SUV,4,4,44329.0,Premium,Automatic,AWD,8.0,4.0,12.7,USED,Grey,Glebe,NSW,435000.0
Audi,Q5,2019,2019 Audi Q5 45 Tfsi Quattro Sport,SUV,4,5,96978.0,Premium,Automatic,AWD,4.0,2.0,7.3,USED,White,Blacktown,NSW,40880.0
Audi,Q3,2020,2020 Audi Q3 35 Tfsi S Line,SUV,4,5,49681.0,Premium,Automatic,Front,4.0,1.4,7.3,USED,White,Artarmon,NSW,45888.0
Mazda,CX-5,2018,2018 Mazda CX-5 Akera (4X4),SUV,4,5,96825.0,Unleaded,Automatic,AWD,4.0,2.5,7.5,USED,Blue,Essendon,VIC,34990.0
GWM,Haval,2022,2022 GWM Haval H6 Ultra AWD,SUV,4,5,7.0,Premium,Automatic,AWD,4.0,2.0,9.8,NEW,Black,Kirrawee,NSW,42485.0
Audi,Q7,2013,2013 Audi Q7 3.0 TDI Quattro,SUV,4,7,154913.0,Diesel,Automatic,AWD,6.0,3.0,7.4,USED,White,Rozelle,NSW,25800.0
Mazda,CX-5,2014,2014 Mazda CX-5 Maxx (4X4),SUV,4,5,233563.0,Unleaded,Automatic,AWD,4.0,2.5,7.4,USED,White,Liverpool,NSW,13992.0
Hyundai,Tucson,2019,2019 Hyundai Tucson Active (2WD),SUV,4,5,61231.0,Unleaded,Automatic,Front,4.0,2.0,7.9,USED,Silver,Tweed Heads South,NSW,25990.0
Hyundai,I30,2017,2017 Hyundai I30 Active,Hatchback,4,5,41055.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Revesby,NSW,22990.0
Toyota,FJ,2011,2011 Toyota FJ Cruiser,SUV,4,5,129036.0,Premium,Automatic,4WD,6.0,4.0,11.4,USED,Black,Minchinbury,NSW,38995.0
Suzuki,SX4,2009,2009 Suzuki SX4 AWD,Hatchback,5,5,224329.0,Unleaded,Automatic,AWD,4.0,2.0,9.9,USED,White,Sylvania,NSW,7500.0
Mercedes-Benz,GLA180,2018,2018 Mercedes-Benz GLA180,SUV,4,5,39966.0,Premium,Automatic,Front,4.0,1.6,5.7,USED,Silver,Rozelle,NSW,38800.0
LDV,T60,2021,2021 LDV T60 MAX PRO (4X4),Ute / Tray,4,5,22152.0,Diesel,Automatic,4WD,4.0,2.0,9.3,USED,White,Ryde,NSW,30888.0
GWM,UTE,2023,2023 GWM UTE Cannon-L (4X4),Ute / Tray,4,5,7.0,Diesel,Automatic,4WD,4.0,2.0,9.4,NEW,Silver,Kirrawee,NSW,43085.0
Audi,Q7,2014,2014 Audi Q7 3.0 TDI Quattro,SUV,4,7,226814.0,Diesel,Automatic,AWD,6.0,3.0,7.4,USED,Black,Minchinbury,NSW,21995.0
Toyota,Landcruiser,2009,2009 Toyota Landcruiser Prado Kakadu (4X4),SUV,4,7,211465.0,Diesel,Automatic,4WD,4.0,3.0,8.5,USED,Grey,Coopers Plains,QLD,35499.0
Jeep,Wrangler,2014,2014 Jeep Wrangler Unlimited Sport (4X4),SUV,4,5,111620.0,Unleaded,Manual,4WD,6.0,3.6,11.8,USED,Black,Elderslie,NSW,29999.0
Mercedes-Benz,E250,2013,2013 Mercedes-Benz E250,Sedan,4,5,25858.0,Premium,Automatic,Rear,4.0,2.0,6.4,USED,Silver,Lilydale,VIC,42990.0
Ford,Ranger,2012,2012 Ford Ranger XLT 3.2 (4X4),Ute / Tray,4,5,251200.0,Diesel,Manual,4WD,5.0,3.2,9.4,USED,,Belmore,NSW,21888.0
Hyundai,I30,2020,2020 Hyundai I30 N Line Premium,Sedan,4,5,37089.0,Unleaded,Automatic,Front,4.0,1.6,6.8,USED,Red,Blacktown,NSW,39990.0
BMW,X7,2020,2020 BMW X7 Xdrive30D,SUV,4,7,32294.0,Diesel,Automatic,AWD,6.0,3.0,7.3,USED,Black,Carlton,NSW,119888.0
Toyota,Camry,2018,2018 Toyota Camry Ascent (hybrid),Sedan,4,5,45930.0,Hybrid,Automatic,Front,4.0,2.5,4.2,USED,Silver,Belmore,NSW,35990.0
Mercedes-Benz,S450,2018,2018 Mercedes-Benz S450 L,Sedan,4,5,37175.0,Premium,Automatic,Rear,8.0,3.0,8.4,USED,Blue,Five Dock,NSW,95900.0
Audi,S3,2015,2015 Audi S3 2.0 Tfsi Quattro,Sedan,4,5,89987.0,Premium,Automatic,AWD,4.0,2.0,6.9,USED,White,Haberfield,NSW,33990.0
Mercedes-Benz,ML250,2013,2013 Mercedes-Benz ML250 CDI Bluetec (4X4),SUV,4,5,160539.0,Diesel,Automatic,AWD,4.0,2.1,6.4,USED,Grey,Minchinbury,NSW,23800.0
Volvo,V40,2014,2014 Volvo V40 T5 Cross Country,Hatchback,5,5,83824.0,Premium,Automatic,AWD,5.0,2.5,8.4,USED,White,Kirrawee,NSW,21360.0
Land,Rover,2017,2017 Land Rover Range Rover Sport 3.0 TDV6 SE,SUV,4,5,128480.0,Diesel,Automatic,AWD,6.0,3.0,7.3,USED,White,Haberfield,NSW,54990.0
Audi,Q7,2011,2011 Audi Q7 3.0 TDI Quattro,SUV,4,7,173585.0,Diesel,Automatic,AWD,6.0,3.0,7.8,USED,White,Mcgraths Hill,NSW,19950.0
Maserati,Quattroporte,2016,2016 Maserati Quattroporte S,Sedan,4,5,73583.0,Premium,Automatic,Rear,6.0,3.0,9.6,USED,Black,Blacktown,NSW,69880.0
Hyundai,I30,2021,2021 Hyundai I30 N Limited Edition,Hatchback,4,5,17515.0,Premium,Manual,Front,4.0,2.0,8.5,USED,White,Liverpool,NSW,55888.0
Renault,Koleos,2021,2021 Renault Koleos ZEN (4X2),SUV,4,5,38496.0,Unleaded,Automatic,Front,4.0,2.5,8.1,USED,Red,Ryde,NSW,27888.0
Ford,Falcon,2010,2010 Ford Falcon XR6T 50TH Anniversary,Ute / Tray,2,2,171461.0,Unleaded,Manual,Rear,6.0,4.0,12.7,USED,Black,Archerfield,QLD,31990.0
Lexus,NX200T,2015,2015 Lexus NX200T Luxury (awd),SUV,4,5,106150.0,Premium,Automatic,AWD,4.0,2.0,7.9,USED,Grey,Kirrawee,NSW,34900.0
Hyundai,I30,2018,2018 Hyundai I30 Active,Hatchback,4,5,14334.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Red,Liverpool,NSW,23490.0
Holden,Barina,2013,2013 Holden Barina CD,Hatchback,5,5,100726.0,Unleaded,Automatic,Front,4.0,1.6,6.7,USED,Silver,Elderslie,NSW,7999.0
Ford,Escape,2004,2004 Ford Escape XLS,SUV,4,5,249659.0,Unleaded,Automatic,4WD,6.0,3.0,12.2,USED,Gold,Lansvale,NSW,4950.0
Hyundai,Tucson,2019,2019 Hyundai Tucson Active X (2WD) Black INT,SUV,4,5,73025.0,Unleaded,Automatic,Front,4.0,2.0,7.9,USED,Silver,Tweed Heads South,NSW,26990.0
Mitsubishi,Pajero,2003,2003 Mitsubishi Pajero Exceed LWB (4X4),SUV,4,7,142350.0,Unleaded,Automatic,4WD,6.0,3.8,14.6,USED,Silver,Lidcombe,NSW,17999.0
Toyota,Hilux,2015,2015 Toyota Hilux SR (4X4),Ute / Tray,4,5,291645.0,Diesel,Automatic,4WD,4.0,3.0,8.7,USED,Silver,Coopers Plains,QLD,27990.0
Kia,Cerato,2013,2013 Kia Cerato S,Sedan,4,5,152513.0,Unleaded,Manual,Front,4.0,2.0,7.8,USED,White,Minchinbury,NSW,10995.0
Mazda,CX-3,2022,2022 Mazda CX-3 Akari (fwd),SUV,4,5,1420.0,Unleaded,Automatic,Front,4.0,2.0,6.3,DEMO,Grey,Arncliffe,NSW,41988.0
Hyundai,Iload,2017,2017 Hyundai Iload 3S Liftback,Commercial,4,3,116142.0,Diesel,Manual,Rear,4.0,2.5,7.6,USED,White,Bankstown,NSW,25990.0
Renault,Kangoo,2019,2019 Renault Kangoo Compact 1.2,Commercial,3,2,37136.0,Premium,Automatic,Front,4.0,1.2,6.5,USED,White,Minchinbury,NSW,27995.0
Maserati,Ghibli,2018,2018 Maserati Ghibli Gransport,Sedan,4,5,57186.0,Premium,Automatic,Rear,6.0,3.0,8.9,USED,White,Burwood,NSW,79800.0
Holden,Commodore,2017,2017 Holden Commodore SS-V Redline,Sedan,4,5,44746.0,Premium,Manual,Rear,8.0,6.2,11.8,USED,Orange,North Narrabeen,NSW,61990.0
Volkswagen,T-Cross,2023,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),SUV,4,5,10.0,Premium,Automatic,Front,3.0,1.0,5.4,DEMO,Grey,Chatswood,NSW,42990.0
Ford,Ranger,2013,2013 Ford Ranger Wildtrak 3.2 (4X4),Ute / Tray,4,5,178132.0,Diesel,Automatic,4WD,5.0,3.2,9.6,USED,Black,Slacks Creek,QLD,32990.0
Kia,Cerato,2020,2020 Kia Cerato S,Hatchback,5,5,57502.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Tweed Heads South,NSW,20990.0
Honda,Civic,2017,2017 Honda Civic VTI-LX,Hatchback,5,5,45263.0,Unleaded,Automatic,Front,4.0,1.5,6.1,USED,Grey,Liverpool,NSW,39950.0
Volkswagen,Golf,2022,2022 Volkswagen Golf R 4Motion,Hatchback,5,5,15559.0,Premium,Automatic,AWD,4.0,2.0,7.8,USED,Blue,Blacktown,NSW,74888.0
Toyota,Yaris,2019,2019 Toyota Yaris Ascent,Hatchback,5,5,86439.0,Unleaded,Automatic,Front,4.0,1.3,6.4,USED,White,Granville,NSW,18484.0
Mazda,CX-5,2017,2017 Mazda CX-5 Maxx Sport (4X2),SUV,4,5,53014.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,Blue,Blacktown,NSW,27990.0
Lexus,RX450H,2013,2013 Lexus RX450H F-Sport,SUV,4,5,168091.0,Premium,Automatic,4WD,6.0,3.5,6.4,USED,Grey,Granville,NSW,34950.0
Renault,Trafic,2017,2017 Renault Trafic LWB,Commercial,4,3,148873.0,Diesel,Manual,Front,4.0,1.6,6.2,USED,White,Granville,NSW,27950.0
Volkswagen,Polo,2019,2019 Volkswagen Polo 85 TSI Comfortline,Hatchback,5,5,75892.0,Premium,Automatic,Front,3.0,1.0,4.9,USED,White,Mascot,NSW,22990.0
GWM,UTE,2023,2023 GWM UTE Cannon Vanta (4X4),Ute / Tray,4,5,7.0,Diesel,Automatic,4WD,4.0,2.0,9.4,NEW,White,Kirrawee,NSW,46388.0
Mercedes-Benz,Viano,2007,2007 Mercedes-Benz Viano CDI 2.2 Ambiente,Wagon,4,7,228550.0,Diesel,Automatic,Rear,4.0,2.1,8.8,USED,Black,Capalaba,QLD,21990.0
Porsche,Macan,2016,2016 Porsche Macan S,SUV,4,5,70209.0,Premium,Automatic,AWD,6.0,3.0,8.7,USED,White,Glebe,NSW,64950.0
Holden,Captiva,2010,2010 Holden Captiva LX (4X4),SUV,4,7,164145.0,Unleaded,Automatic,4WD,6.0,3.2,11.5,USED,Grey,Punchbowl,NSW,8800.0
Toyota,Corolla,2017,2017 Toyota Corolla Hybrid,Hatchback,5,5,21931.0,Hybrid,Automatic,Front,4.0,1.8,4.1,USED,White,South Hurstville,NSW,28990.0
Toyota,RAV4,2017,2017 Toyota RAV4 GX (4X4),SUV,4,5,119289.0,Unleaded,Automatic,AWD,4.0,2.5,8.5,USED,White,Mornington,VIC,29990.0
Mitsubishi,Outlander,2017,2017 Mitsubishi Outlander Exceed Phev (hybrid),SUV,4,5,38597.0,Hybrid,Automatic,AWD,4.0,2.0,1.9,USED,Grey,Alexandria,NSW,43990.0
GWM,UTE,2023,2023 GWM UTE Cannon-L (4X4),Ute / Tray,4,5,15.0,Diesel,Automatic,4WD,4.0,2.0,9.4,NEW,White,Kirrawee,NSW,42490.0
Ford,Escape,2017,2017 Ford Escape Titanium (awd),SUV,4,5,109723.0,Diesel,Automatic,AWD,4.0,2.0,5.6,USED,White,Granville,NSW,22990.0
Land,Rover,2011,2011 Land Rover Discovery 4 3.0 SDV6 SE,SUV,4,7,199378.0,Diesel,Automatic,4WD,6.0,3.0,9.3,USED,Silver,Essendon,VIC,25866.0
MG,MG3,2022,2022 MG MG3 Auto Core,Hatchback,5,5,21989.0,Premium,Automatic,Front,4.0,1.5,6.7,USED,White,Burwood,NSW,15900.0
Audi,A4,2019,2019 Audi A4 45 Tfsi Quattro S Tronic Sport,Sedan,4,5,40772.0,Premium,Automatic,AWD,4.0,2.0,6.3,USED,Black,Rozelle,NSW,49800.0
Honda,HR-V,2019,2019 Honda HR-V RS,SUV,4,5,43082.0,Unleaded,Automatic,Front,4.0,1.8,6.9,USED,Black,Liverpool,NSW,27990.0
Mitsubishi,Triton,2015,2015 Mitsubishi Triton Exceed (4X4),Ute / Tray,4,5,148084.0,Diesel,Automatic,4WD,4.0,2.4,7.6,USED,Silver,Sylvania,NSW,33478.0
Hyundai,Accent,2015,2015 Hyundai Accent Active,Sedan,4,5,258732.0,Unleaded,Manual,Front,4.0,1.4,5.9,USED,White,Molendinar,QLD,7490.0
Volkswagen,Transporter,2014,2014 Volkswagen Transporter TDI 340 Crewvan LWB,Commercial,2,5,213898.0,Diesel,Automatic,Front,4.0,2.0,8.1,USED,White,Thornleigh,NSW,29990.0
Volkswagen,Amarok,2011,2011 Volkswagen Amarok TDI400 (4X4),Ute / Tray,4,5,253034.0,Diesel,Manual,4WD,4.0,2.0,7.9,USED,White,Minchinbury,NSW,16980.0
Renault,Koleos,2021,2021 Renault Koleos Intens (4X4),SUV,4,5,18700.0,Unleaded,Automatic,4WD,4.0,2.5,8.3,USED,White,Liverpool,NSW,39950.0
Mitsubishi,ASX,2016,2016 Mitsubishi ASX LS (2WD),SUV,4,5,108026.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Red,Castle Hill,NSW,19990.0
Toyota,Camry,2018,2018 Toyota Camry Ascent,Sedan,4,5,81518.0,Unleaded,Automatic,Front,4.0,2.5,7.8,USED,Silver,Minchinbury,NSW,27995.0
Volkswagen,Tiguan,2022,2022 Volkswagen Tiguan Allspace 132TSI Life,SUV,4,7,21.0,Premium,Automatic,AWD,4.0,2.0,8.9,DEMO,White,Liverpool,NSW,51990.0
Hyundai,I30,2015,2015 Hyundai I30 Active X,Hatchback,5,5,79645.0,Unleaded,Automatic,Front,4.0,1.8,7.1,USED,Red,Concord,NSW,17990.0
Hyundai,IX35,2012,2012 Hyundai IX35 Active (fwd),SUV,4,5,200595.0,Unleaded,Automatic,Front,4.0,2.0,8.5,USED,Silver,Minto,NSW,10750.0
Subaru,Outback,2018,2018 Subaru Outback 3.6R,SUV,4,5,52658.0,Unleaded,Automatic,AWD,6.0,3.6,9.9,USED,White,Blacktown,NSW,39999.0
Kia,Stonic,2021,2021 Kia Stonic S,SUV,4,5,16200.0,Unleaded,Automatic,Front,4.0,1.4,6.7,USED,Red,Arncliffe,NSW,22990.0
Mercedes-Benz,A45,2013,2013 Mercedes-Benz A45 AMG,Hatchback,5,5,51180.0,Premium,Automatic,AWD,4.0,2.0,6.9,USED,Red,Liverpool,NSW,47950.0
Hyundai,Iload,2016,2016 Hyundai Iload,Commercial,4,3,109153.0,Diesel,Automatic,Rear,4.0,2.5,8.8,USED,White,Smithfield,NSW,24800.0
Audi,A3,2019,2019 Audi A3 35 Tfsi S Line Plus,Other,4,5,73164.0,Premium,Automatic,Front,4.0,1.4,5.2,USED,White,Artarmon,NSW,31800.0
Ford,Focus,2014,2014 Ford Focus Titanium,Hatchback,5,5,133000.0,Diesel,Automatic,Front,4.0,2.0,5.5,USED,Silver,Molendinar,QLD,14990.0
Hyundai,Accent,2019,2019 Hyundai Accent Sport,Hatchback,5,5,103880.0,Unleaded,Manual,Front,4.0,1.6,6.3,USED,Grey,Five Dock,NSW,13999.0
Audi,TT,2013,2013 Audi TT 2.0 Tfsi Quattro,Coupe,2,4,96634.0,Premium,Automatic,AWD,4.0,2.0,7.2,USED,White,Granville,NSW,31950.0
BMW,218D,2017,2017 BMW 218D Active Tourer Sport Line,Hatchback,4,5,32217.0,Diesel,Automatic,Front,4.0,2.0,4.2,USED,Silver,Artarmon,NSW,25800.0
Mazda,CX-9,2018,2018 Mazda CX-9 GT (fwd),SUV,4,7,14732.0,Unleaded,Automatic,Front,4.0,2.5,8.4,USED,Red,Mosman,NSW,46990.0
Toyota,RAV4,2022,2022 Toyota RAV4 GX (awd) Hybrid,SUV,5,5,23212.0,Hybrid,Automatic,AWD,4.0,2.5,4.8,USED,White,Castle Hill,NSW,56990.0
Mazda,CX-3,2021,2021 Mazda CX-3 NEO Sport (fwd),SUV,4,5,53188.0,Unleaded,Manual,Front,4.0,2.0,6.6,USED,Blue,Morayfield,QLD,24990.0
Toyota,Yaris,2020,2020 Toyota Yaris Cross GX Hybrid,SUV,4,5,56859.0,Hybrid,Automatic,Front,3.0,1.5,3.8,USED,White,Blacktown,NSW,32777.0
BMW,X3,2015,2015 BMW X3 Xdrive 20D,SUV,4,5,71815.0,Diesel,Automatic,4WD,4.0,2.0,5.4,USED,Silver,Lilydale,VIC,28990.0
MG,ZS,2019,2019 MG ZS Essence,SUV,4,5,12890.0,Unleaded,Automatic,Front,3.0,1.0,6.7,USED,White,Brookvale,NSW,23880.0
BMW,135I,2011,2011 BMW 135I Sport,Coupe,2,4,214398.0,Premium,Automatic,Rear,6.0,3.0,8.5,USED,Black,Croydon,NSW,16999.0
Suzuki,Baleno,2021,2021 Suzuki Baleno GL,Hatchback,4,5,16615.0,Unleaded,Automatic,Front,4.0,1.4,5.4,USED,Grey,Penrith,NSW,21888.0
Toyota,Landcruiser,2007,2007 Toyota Landcruiser Prado GXL (4X4),SUV,4,8,259770.0,Diesel,Automatic,4WD,4.0,3.0,9.3,USED,White,Morayfield,QLD,20990.0
Land,Rover,2022,2022 Land Rover Range Rover D350 HSE SWB (258KW),SUV,4,5,4368.0,Diesel,Automatic,AWD,6.0,3.0,7.2,USED,White,Artarmon,NSW,299900.0
Mazda,CX-5,2020,2020 Mazda CX-5 Touring (4X4),SUV,4,5,61227.0,Unleaded,Automatic,AWD,4.0,2.5,7.5,USED,Blue,Brookvale,NSW,33990.0
Nissan,Qashqai,2017,2017 Nissan Qashqai N-TEC,SUV,4,5,100023.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,Grey,Blacktown,NSW,23990.0
Toyota,Corolla,2021,2021 Toyota Corolla Ascent Sport Hybrid,Hatchback,5,5,44200.0,Hybrid,Automatic,Front,4.0,1.8,4.2,USED,White,Liverpool,NSW,32888.0
Ford,Ranger,2019,2019 Ford Ranger Wildtrak 3.2 (4X4),Ute / Tray,4,5,131554.0,Diesel,Automatic,4WD,5.0,3.2,8.9,USED,White,Epping,VIC,50705.0
Audi,Q5,2016,2016 Audi Q5 2.0 TDI Quattro,SUV,4,5,40657.0,Diesel,Automatic,AWD,4.0,2.0,6.1,USED,Grey,Brookvale,NSW,38888.0
Holden,Colorado,2014,2014 Holden Colorado LS (4X2),Ute / Tray,2,2,147106.0,Diesel,Automatic,Rear,4.0,2.8,8.8,USED,White,Morayfield,QLD,22990.0
Mitsubishi,Triton,2019,2019 Mitsubishi Triton GLX Adas,Ute / Tray,4,5,87740.0,Diesel,Automatic,Rear,4.0,2.4,7.5,USED,White,Sylvania,NSW,31950.0
GWM,Haval,2022,2022 GWM Haval H6GT Ultra (4WD),SUV,4,5,15.0,Unleaded,Automatic,4WD,4.0,2.0,8.4,NEW,White,Kirrawee,NSW,46490.0
MG,HS,2022,2022 MG HS Excite,SUV,4,5,9.0,Unleaded,Automatic,Front,4.0,1.5,7.3,NEW,Black,Artarmon,NSW,34868.0
Mazda,3,2013,2013 Mazda 3 NEO,Sedan,4,5,191285.0,Unleaded,Automatic,Front,4.0,2.0,8.2,USED,Blue,Morayfield,QLD,12990.0
Audi,Q3,2013,2013 Audi Q3 2.0 Tfsi Quattro (125KW),SUV,4,5,109214.0,Premium,Automatic,AWD,4.0,2.0,7.7,USED,Brown,Artarmon,NSW,21990.0
FPV,F6,2010,2010 FPV F6,Sedan,4,5,157266.0,Premium,Automatic,Rear,6.0,4.0,12.1,USED,Black,Liverpool,NSW,59950.0
Hyundai,Kona,2020,2020 Hyundai Kona Active (fwd),SUV,4,5,35165.0,Unleaded,Automatic,Front,4.0,2.0,7.2,USED,Silver,Lilydale,VIC,29999.0
Renault,Koleos,2022,2022 Renault Koleos Intens (4X2),SUV,4,5,6530.0,Unleaded,Automatic,Front,4.0,2.5,8.1,USED,White,Castle Hill,NSW,39990.0
Lexus,IS250,2010,2010 Lexus IS250 Sports Luxury,Sedan,4,5,330147.0,Premium,Automatic,Rear,6.0,2.5,9.7,USED,Silver,Minchinbury,NSW,5999.0
Hyundai,Imax,2010,2010 Hyundai Imax,Wagon,4,8,211824.0,Premium,Automatic,Rear,4.0,2.4,10.6,USED,White,Elderslie,NSW,12999.0
Mazda,BT-50,2011,2011 Mazda BT-50 Boss B3000 SDX (4X4),Ute / Tray,4,5,287886.0,Diesel,Automatic,4WD,4.0,3.0,10.4,USED,Grey,Bells Creek,QLD,20990.0
Mazda,CX-9,2023,2023 Mazda CX-9 Azami (awd),SUV,4,7,7.0,Unleaded,Automatic,AWD,4.0,2.5,8.8,NEW,White,Arncliffe,NSW,78288.0
Mitsubishi,Challenger,2011,2011 Mitsubishi Challenger XLS (5 Seat) (4X4),SUV,4,5,190936.0,Diesel,Automatic,4WD,4.0,2.5,9.8,USED,Silver,Enfield,SA,17990.0
Holden,Colorado,2015,2015 Holden Colorado Z71 (4X4),Ute / Tray,4,5,157767.0,Diesel,Automatic,4WD,4.0,2.8,9.1,USED,Black,Greenacre,NSW,32800.0
Honda,Jazz,2016,2016 Honda Jazz VTI-S,Hatchback,5,5,53148.0,Unleaded,Automatic,Front,4.0,1.5,5.8,USED,Silver,Liverpool,NSW,22990.0
Subaru,Outback,2018,2018 Subaru Outback 3.6R,SUV,4,5,101097.0,Unleaded,Automatic,AWD,6.0,3.6,9.9,USED,Red,Campbelltown,NSW,31990.0
Lexus,RX450H,2013,2013 Lexus RX450H Luxury,SUV,4,5,86819.0,Premium,Automatic,4WD,6.0,3.5,6.4,USED,White,Croydon,NSW,38999.0
Toyota,Corolla,2018,2018 Toyota Corolla ZR (hybrid),Hatchback,5,5,45591.0,Hybrid,Automatic,Front,4.0,1.8,4.2,USED,White,Lilydale,VIC,37999.0
Nissan,Qashqai,2023,2023 Nissan Qashqai ST-L 2-Tone,SUV,4,5,560.0,Premium,Automatic,Front,4.0,1.3,6.1,DEMO,White,Arncliffe,NSW,44888.0
Ford,Falcon,2002,2002 Ford Falcon XLS,Ute / Tray,2,2,321255.0,Unleaded,Automatic,Rear,6.0,4.0,12.5,USED,Red,Wentworthville,NSW,2995.0
Hyundai,Imax,2019,2019 Hyundai Imax Active,Wagon,4,8,165800.0,Diesel,Automatic,Rear,4.0,2.5,8.8,USED,White,Enfield,SA,33990.0
BMW,118I,2012,2012 BMW 118I Urban,Hatchback,5,5,49427.0,Premium,Automatic,Rear,4.0,1.6,5.8,USED,White,Rozelle,NSW,19800.0
Kia,Cerato,2016,2016 Kia Cerato S,Hatchback,5,5,154124.0,Unleaded,Automatic,Front,4.0,2.0,7.1,USED,Silver,Liverpool,NSW,13990.0
Holden,Colorado,2014,2014 Holden Colorado 7 LTZ (4X4),SUV,4,7,156597.0,Diesel,Automatic,4WD,4.0,2.8,9.4,USED,Blue,Minchinbury,NSW,25995.0
Hyundai,Veloster,2015,2015 Hyundai Veloster +,Hatchback,3,4,47685.0,Unleaded,Automatic,Front,4.0,1.6,6.4,USED,White,Alexandria,NSW,22990.0
Volvo,XC90,2015,2015 Volvo XC90 D5 2.0 Inscription,SUV,4,7,157135.0,Diesel,Automatic,AWD,4.0,2.0,6.2,USED,White,Brookvale,NSW,34999.0
Honda,CR-V,2014,2014 Honda CR-V DTI-S (4X4),SUV,4,5,61183.0,Diesel,Automatic,4WD,4.0,2.2,6.7,USED,Grey,Brookvale,NSW,21999.0
Toyota,RAV4,2021,2021 Toyota RAV4 Cruiser (awd) Hybrid,SUV,5,5,34221.0,Hybrid,Automatic,AWD,4.0,2.5,4.8,USED,White,Castle Hill,NSW,64990.0
Ford,Endura,2019,2019 Ford Endura ST-Line (fwd),SUV,4,5,96831.0,Diesel,Automatic,Front,4.0,2.0,6.7,USED,Blue,Lilydale,VIC,31999.0
Ford,Mondeo,2018,2018 Ford Mondeo Ambiente,Hatchback,5,5,81087.0,Diesel,Automatic,Front,4.0,2.0,5.1,USED,White,Strathalbyn,SA,21990.0
Toyota,Corolla,2006,2006 Toyota Corolla Ascent,Sedan,4,5,222315.0,Unleaded,Automatic,Front,4.0,1.8,7.8,USED,Red,Lansvale,NSW,6350.0
Ford,Ranger,2016,2016 Ford Ranger XLS 3.2 (4X4),Ute / Tray,4,5,230441.0,Diesel,Automatic,4WD,5.0,3.2,9.2,USED,White,Minchinbury,NSW,28880.0
