Year,Kilometres,Cylinders,EngineLiters,Fuel100KM,FuelType_Diesel,FuelType_Hybrid,FuelType_LPG,FuelType_Premium,FuelType_Unleaded,Transmission_Automatic,Transmission_Manual,DriveType_AWD,DriveType_Front,DriveType_Other,DriveType_Rear
2018,0.3039215574115222,4.0,2.5,8.5,0,0,0,0,1,1,0,1,0,0,0
2011,0.9004778553532538,6.0,2.7,8.8,1,0,0,0,0,1,0,1,0,0,0
2021,0.3143384037742118,4.0,2.5,7.5,0,0,0,0,1,1,0,1,0,0,0
2013,0.6697297532387942,4.0,2.0,7.8,0,0,0,1,0,0,1,0,0,0,1
2020,0.2978778439124941,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2021,0.238489180758571,4.0,1.5,6.7,0,0,0,1,0,1,0,0,1,0,0
2013,0.2998054921954988,4.0,1.8,4.6,1,0,0,0,0,1,0,0,1,0,0
2011,0.990128853132205,8.0,6.0,12.9,0,0,0,0,1,1,0,0,0,0,1
2010,0.7102254441206446,4.0,2.4,9.3,0,0,0,0,1,1,0,0,0,0,0
2016,0.7309936830730103,4.0,2.0,5.1,1,0,0,0,0,1,0,1,0,0,0
2023,0.080417434847841,4.0,1.5,6.9,0,0,0,0,0,1,0,0,1,0,0
2017,0.3861401087834873,4.0,1.6,4.7,1,0,0,0,0,1,0,0,1,0,0
2018,0.4936480829143701,4.0,1.8,6.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.6746658013319974,4.0,2.4,7.2,1,0,0,0,0,0,1,0,0,0,0
2015,0.6663442926345704,4.0,2.5,8.1,1,0,0,0,0,0,1,0,0,0,0
2015,0.6883355152713942,6.0,4.0,10.7,0,0,0,0,1,1,0,0,0,0,1
2021,0.3849622005082903,4.0,2.3,8.1,1,0,0,0,0,1,0,0,0,0,0
2018,0.3386383989072548,8.0,5.0,12.7,0,0,0,1,0,1,0,0,0,0,1
2013,0.6599378059209711,6.0,3.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2014,0.5123922348580323,4.0,1.6,6.1,0,0,0,0,1,1,0,0,1,0,0
2020,0.4545124793647254,4.0,2.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2016,0.7167292072666436,6.0,3.0,5.9,1,0,0,0,0,1,0,1,0,0,0
2015,0.577450703122146,4.0,2.2,5.4,1,0,0,0,0,1,0,0,1,0,0
2017,0.5888851304226321,4.0,2.8,9.4,1,0,0,0,0,1,0,0,0,0,0
2016,0.4689745515480685,4.0,2.5,5.5,0,1,0,0,0,1,0,0,1,0,0
2020,0.2664333698560155,4.0,2.0,7.6,0,0,0,1,0,1,0,0,0,0,0
2022,0.0862262021234831,4.0,2.0,6.8,0,0,0,1,0,1,0,1,0,0,0
2018,0.3785404470045093,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.9646416143720076,4.0,2.2,7.5,1,0,0,0,0,1,0,0,0,0,1
2010,0.641201290804646,4.0,2.4,7.9,0,0,0,0,1,0,1,0,1,0,0
2018,0.3771398476718751,4.0,2.0,6.7,0,0,0,1,0,1,0,0,1,0,0
2021,0.453201560605448,4.0,2.5,4.7,0,1,0,0,0,1,0,0,1,0,0
2014,0.5810363620683991,4.0,2.0,6.2,0,0,0,1,0,1,0,0,1,0,0
2014,0.660047309188065,4.0,1.6,6.4,0,0,0,0,1,1,0,0,1,0,0
2020,0.4282874005911927,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2023,0.1337595054911016,4.0,1.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2016,0.4754090878752812,6.0,3.6,9.8,0,0,0,0,1,0,1,0,0,0,1
2023,0.0011507976843212,4.0,2.0,6.3,0,0,0,0,1,1,0,0,1,0,0
2019,0.2971250829640515,4.0,2.0,7.8,0,0,0,1,0,1,0,0,0,0,1
2016,0.5301862703193195,4.0,2.4,8.5,0,0,0,0,1,1,0,1,0,0,0
2018,0.6370721928744143,4.0,2.0,7.6,0,0,0,1,0,1,0,0,0,0,0
2018,0.7996228275543966,4.0,1.6,7.7,0,0,0,0,1,1,0,1,0,0,0
2017,0.5706329530665336,4.0,2.0,5.3,1,0,0,0,0,1,0,1,0,0,0
2018,0.4869524239285714,4.0,2.5,8.8,0,0,0,0,1,1,0,1,0,0,0
2020,0.2652219311066591,4.0,2.0,6.3,0,0,0,0,1,0,1,0,1,0,0
2009,0.8274230565047027,4.0,2.5,10.5,1,0,0,0,0,1,0,0,0,0,0
2015,0.6167336812194638,4.0,1.8,5.9,0,0,0,1,0,1,0,0,1,0,0
2011,0.7900168449568099,4.0,2.0,5.6,1,0,0,0,0,1,0,0,0,0,0
2019,0.5061907249069244,4.0,1.4,6.6,0,0,0,0,1,1,0,0,1,0,0
2014,0.672296130495413,4.0,3.0,8.7,1,0,0,0,0,1,0,0,0,0,0
2016,0.4486222045763601,4.0,1.8,6.1,0,0,0,0,1,1,0,0,1,0,0
2020,0.430185209045403,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.6034444163664759,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2016,0.6236407997634256,4.0,2.0,7.9,1,0,0,0,0,0,1,0,0,0,0
2013,0.6554217877579652,4.0,2.5,9.5,0,0,0,1,0,1,0,1,0,0,0
2013,0.718860408736249,4.0,2.0,7.8,0,0,0,0,1,0,1,0,1,0,0
2014,0.5555244665976952,4.0,2.0,6.9,0,0,0,1,0,1,0,1,0,0,0
2016,0.5676726828024249,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.8326627590738918,5.0,3.2,9.2,1,0,0,0,0,1,0,0,0,0,0
2015,0.3936117047075959,4.0,1.6,7.9,0,0,0,0,1,1,0,0,1,0,0
2011,0.7292529770640865,6.0,3.0,7.8,1,0,0,0,0,1,0,1,0,0,0
2014,0.8383095522937185,4.0,2.0,7.9,0,0,0,1,0,1,0,1,0,0,0
2018,0.5221328619488116,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2020,0.3072596173076971,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2016,0.5390602254811778,4.0,1.5,6.2,0,0,0,0,1,1,0,0,1,0,0
2016,0.7647928165178335,6.0,3.6,9.5,0,0,0,0,1,1,0,0,0,0,1
2004,0.9845358631923132,6.0,4.0,13.8,0,0,0,0,1,1,0,0,0,0,0
2016,0.5027748121159428,4.0,1.8,6.1,0,0,0,0,1,1,0,0,1,0,0
2022,0.2890147804317017,4.0,2.0,9.8,0,0,0,1,0,1,0,1,0,0,0
2016,0.6314224954323261,4.0,2.0,7.1,0,0,0,0,1,1,0,1,0,0,0
2018,0.6578358129961782,4.0,2.0,5.8,0,0,0,1,0,1,0,0,0,0,1
2018,0.3683681018911831,4.0,2.0,5.6,1,0,0,0,0,1,0,1,0,0,0
2021,0.3701982843644991,3.0,1.2,4.7,0,0,0,0,1,1,0,0,1,0,0
2018,0.4185205205898628,6.0,3.6,9.1,0,0,0,1,0,1,0,1,0,0,0
2018,0.5036352083182449,4.0,2.0,6.1,0,0,0,1,0,1,0,0,1,0,0
2011,0.5446503369875555,4.0,1.8,5.9,1,0,0,0,0,0,1,0,0,0,0
2013,0.7890057522281013,4.0,2.3,5.8,1,0,0,0,0,1,0,1,0,0,0
2017,0.593987809845497,4.0,1.8,6.4,0,0,0,0,1,1,0,0,1,0,0
2016,0.6229225444948441,6.0,3.0,8.7,0,0,0,1,0,1,0,1,0,0,0
2023,0.0050501770822211,4.0,1.5,6.9,0,0,0,0,0,1,0,0,1,0,0
2020,0.3365114903816775,6.0,3.5,10.6,0,0,0,0,1,1,0,0,1,0,0
2018,0.3182095158593273,4.0,2.0,7.1,0,0,0,0,1,1,0,0,1,0,0
2018,0.7281185419534408,4.0,2.0,5.3,1,0,0,0,0,1,0,0,1,0,0
2014,0.8498790480971786,4.0,2.5,7.8,0,0,0,0,1,1,0,0,1,0,0
2022,0.1295196985091781,4.0,2.5,8.4,0,0,0,0,1,1,0,0,1,0,0
2020,0.4424180633971529,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2008,0.7426804609650081,4.0,2.5,8.6,0,0,0,1,0,0,1,0,1,0,0
2018,0.7487906621856183,4.0,2.8,8.6,1,0,0,0,0,1,0,0,0,0,0
2023,0.00203057290294,4.0,2.4,9.7,0,0,0,0,1,1,0,0,0,0,0
2022,0.2423076763556992,4.0,2.2,6.1,1,0,0,0,0,1,0,1,0,0,0
2014,0.6281764855108838,6.0,3.0,6.1,1,0,0,0,0,1,0,1,0,0,0
2023,0.0478837206447656,4.0,2.5,7.8,0,0,0,0,1,1,0,0,0,0,0
2020,0.4322197882147319,4.0,2.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2019,0.4771085700191138,4.0,2.2,7.7,1,0,0,0,0,1,0,0,1,0,0
2020,0.2177109356434754,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2015,0.5212517978535596,4.0,2.5,6.6,0,0,0,0,1,1,0,0,1,0,0
2016,0.6497723320443368,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2022,0.2234744948999947,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2004,0.8101510978433029,8.0,5.4,14.5,0,0,0,0,1,1,0,0,0,0,1
2018,0.1668760131307252,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2013,0.7599924754166977,4.0,2.0,5.3,1,0,0,0,0,1,0,0,0,0,1
2010,0.8509653031152613,4.0,2.0,8.1,1,0,0,0,0,1,0,0,0,0,0
2020,0.4220030081162628,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2014,0.6384779408149606,4.0,2.2,7.3,1,0,0,0,0,1,0,1,0,0,0
2017,0.9650385810640908,4.0,2.8,8.8,1,0,0,0,0,1,0,0,0,0,1
2013,0.7080747348382406,4.0,2.0,6.3,0,0,0,1,0,1,0,0,0,0,1
2022,0.188062121990872,4.0,1.6,5.8,0,0,0,0,1,0,1,0,1,0,0
2022,0.0069885185990258,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2019,0.4711581344563261,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2010,0.6325672052511936,6.0,4.0,9.9,0,0,0,0,1,1,0,0,0,0,1
2022,0.0052891290118827,4.0,2.2,6.1,1,0,0,0,0,1,0,1,0,0,0
2022,0.047163035623451,4.0,2.0,6.8,0,0,0,1,0,1,0,0,1,0,0
2021,0.359249898957901,4.0,2.7,11.1,0,0,0,0,1,0,1,0,1,0,0
2017,0.7629444506694372,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2018,0.5765244039365521,4.0,2.7,10.9,0,0,0,0,1,1,0,0,0,0,1
2023,0.0065932440856379,4.0,2.0,9.5,0,0,0,0,0,1,0,0,0,0,0
2016,0.4795226989262066,4.0,2.0,11.7,0,0,0,0,1,1,0,0,0,0,1
2016,0.5009887219847645,6.0,3.0,9.6,0,0,0,1,0,1,0,0,0,0,1
2011,0.8245654026588563,6.0,3.6,10.1,0,0,0,0,1,1,0,0,0,0,1
2012,0.5994227222311249,4.0,2.5,8.4,0,0,0,1,0,1,0,1,0,0,0
2012,0.8915648052005745,5.0,3.2,8.9,1,0,0,0,0,1,0,0,0,0,1
2017,0.403771116043994,6.0,3.0,10.1,0,0,0,0,1,1,0,1,0,0,0
2018,0.5864216613537085,6.0,3.6,9.9,0,0,0,0,1,1,0,1,0,0,0
2018,0.4617591657060593,4.0,1.2,5.5,0,0,0,1,0,1,0,0,1,0,0
2016,0.5758045218666404,4.0,1.4,6.2,0,0,0,0,1,1,0,0,1,0,0
2023,0.0040087535215515,4.0,1.5,6.9,0,0,0,0,0,1,0,0,1,0,0
2013,0.5811553008987144,4.0,2.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2015,0.4711042102004714,4.0,2.2,5.4,1,0,0,0,0,1,0,0,1,0,0
2012,0.910716171112644,4.0,2.0,6.4,1,0,0,0,0,0,1,1,0,0,0
2019,0.4060874500910307,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2013,0.6210771189523239,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2015,0.7474153383981799,4.0,2.4,8.3,0,0,0,0,1,1,0,0,0,0,1
2019,0.7432940214854297,4.0,2.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2023,0.0050501770822211,3.0,1.3,7.3,0,0,0,0,0,1,0,0,1,0,0
2018,0.7788380572438383,5.0,3.2,8.7,1,0,0,0,0,1,0,0,0,0,0
2019,0.223758717753716,4.0,1.6,5.7,0,0,0,1,0,1,0,0,1,0,0
2019,0.560546717718125,4.0,1.4,5.4,0,0,0,0,1,1,0,0,1,0,0
2016,0.7651518723373656,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,1
2018,0.1834825104626696,4.0,2.3,8.1,0,0,0,1,0,0,1,1,0,0,0
2007,0.8654072194906405,4.0,2.0,8.4,0,0,0,0,1,1,0,0,1,0,0
2010,0.7656485735815268,4.0,2.0,8.1,1,0,0,0,0,1,0,0,0,0,0
2018,0.3948192618619771,4.0,2.5,6.5,0,0,0,0,1,0,1,0,1,0,0
2016,0.4765261820968504,6.0,3.6,9.7,0,0,0,0,1,0,1,0,0,0,1
2016,0.6123917061853763,4.0,1.4,6.2,0,0,0,0,1,1,0,0,1,0,0
2017,0.6857179338614119,4.0,2.0,6.6,0,0,0,0,1,1,0,0,1,0,0
2022,0.0711157681558838,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2017,0.3664403225309015,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.5680380124225729,4.0,1.4,4.9,0,0,0,1,0,1,0,0,1,0,0
2013,0.8107804862304264,5.0,3.2,8.9,1,0,0,0,0,1,0,0,0,0,1
2013,0.5774098260953181,4.0,1.6,6.3,0,0,0,1,0,0,1,0,1,0,0
2022,0.0712127988753332,4.0,2.0,8.3,0,0,0,1,0,0,0,1,0,0,0
2022,0.3885987937706038,4.0,2.0,6.3,0,0,0,0,1,1,0,0,1,0,0
2012,0.7455947637561883,4.0,2.2,7.4,1,0,0,0,0,1,0,1,0,0,0
2021,0.298456896945242,4.0,1.2,6.4,0,0,0,1,0,1,0,0,1,0,0
2021,0.1513492307587718,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2017,0.7639316927728899,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.4851032782989494,4.0,2.0,7.3,0,0,0,1,0,1,0,1,0,0,0
2017,0.4278790422186077,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2012,0.7764333182946923,5.0,3.2,9.2,1,0,0,0,0,1,0,0,0,0,0
2013,0.7201239185225303,4.0,2.0,8.5,0,0,0,0,1,1,0,0,1,0,0
2019,0.4310167539089221,4.0,1.3,6.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.5004144447222503,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2016,0.6176855421862353,4.0,1.4,6.3,0,0,0,1,0,1,0,0,1,0,0
2018,0.5921553447320469,6.0,3.3,10.5,0,0,0,0,1,1,0,0,1,0,0
2012,0.5954156739041505,8.0,6.0,12.2,0,0,0,1,0,0,1,0,0,0,1
2014,0.7727457530309916,3.0,1.5,5.2,0,0,0,1,0,1,0,0,1,0,0
2019,0.3977277757247743,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2010,0.7717874144015515,8.0,6.0,14.6,0,0,0,1,0,1,0,0,0,0,1
2021,0.2917652159678138,4.0,3.2,9.1,1,0,0,0,0,1,0,0,0,0,0
2013,0.6092934118123647,4.0,2.0,7.7,0,0,0,1,0,1,0,1,0,0,0
2015,0.5693429195255131,4.0,1.6,8.2,0,0,0,0,1,1,0,0,1,0,0
2013,0.712972141961323,4.0,2.0,6.8,0,0,0,0,1,1,0,1,0,0,0
2018,0.6521819847236194,4.0,2.0,5.5,1,0,0,0,0,1,0,1,0,0,0
2019,0.4412434238258685,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2021,0.3691252692959976,4.0,2.8,7.5,1,0,0,0,0,1,0,0,0,0,1
2019,0.428703279365335,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2015,0.708188470899228,4.0,2.2,8.1,1,0,0,0,0,1,0,1,0,0,0
2014,0.6703666514183215,4.0,2.4,8.1,0,0,0,0,1,1,0,0,1,0,0
2015,0.6251151594674815,6.0,3.6,10.4,0,0,0,1,0,1,0,0,1,0,0
2012,0.5854494260162036,4.0,2.0,7.1,0,0,0,0,1,0,1,0,1,0,0
2008,0.8703188274495142,6.0,3.5,10.5,0,0,0,0,1,1,0,0,0,0,0
2013,0.811945081983357,4.0,2.8,8.9,1,0,0,0,0,1,0,0,0,0,1
2021,0.3603765514844603,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2018,0.7100482453262374,4.0,2.4,8.3,0,0,0,0,1,1,0,0,1,0,0
2019,0.4201159416215182,4.0,2.0,7.4,0,0,0,1,0,1,0,1,0,0,0
2016,0.5685188118466522,4.0,1.5,6.2,0,0,0,0,1,1,0,0,1,0,0
2017,0.4527599819000332,4.0,2.0,1.9,0,1,0,0,0,1,0,1,0,0,0
2018,0.6606556050228529,6.0,3.5,9.1,0,0,0,0,1,1,0,0,1,0,0
2014,0.7127650444755869,4.0,1.8,6.8,0,0,0,0,1,0,1,0,1,0,0
2018,0.4371805246937888,4.0,2.0,7.7,0,0,0,1,0,1,0,0,1,0,0
2020,0.2754024000058314,4.0,2.0,7.3,1,0,0,0,0,1,0,0,0,0,1
2016,0.460369951064383,4.0,1.8,7.3,0,0,0,0,1,1,0,0,1,0,0
2014,0.2241192299785668,4.0,2.0,6.8,0,0,0,0,1,1,0,1,0,0,0
2015,0.4927664238745394,4.0,1.8,6.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.7518567794499265,4.0,2.2,7.5,1,0,0,0,0,1,0,0,0,0,1
2019,0.5602185537146959,4.0,2.5,8.1,0,0,0,0,1,1,0,0,1,0,0
2018,0.5454494476620242,4.0,2.8,7.6,1,0,0,0,0,1,0,0,0,0,0
2019,0.437583896529174,4.0,1.4,5.1,0,0,0,1,0,1,0,0,1,0,0
2016,0.7023734428648335,4.0,2.7,9.8,0,0,0,0,1,1,0,0,0,0,1
2013,0.62672023620081,8.0,6.0,11.5,0,0,0,1,0,1,0,0,0,0,1
2010,0.6729280458280459,6.0,4.0,12.8,0,0,0,0,1,1,0,0,0,0,1
2015,0.7228158694467473,4.0,1.8,7.2,0,0,0,1,0,1,0,0,1,0,0
2018,0.5651683059061003,4.0,2.7,10.9,0,0,0,0,1,1,0,0,0,0,1
2007,0.8420922154496138,6.0,3.5,10.3,0,0,0,1,0,1,0,0,1,0,0
2015,0.7357076154692834,4.0,2.3,7.4,1,0,0,0,0,1,0,0,0,0,0
2010,0.8314354146240441,4.0,2.5,8.5,1,0,0,0,0,0,1,0,0,0,1
2015,0.7183585705698619,4.0,3.0,8.7,1,0,0,0,0,1,0,0,0,0,0
2019,0.5091716407158892,4.0,3.0,8.1,1,0,0,0,0,0,1,0,0,0,0
2009,0.7452620342696159,8.0,6.0,14.5,0,0,0,0,1,0,1,0,0,0,1
2019,0.4237292870806285,4.0,2.2,7.7,1,0,0,0,0,1,0,0,1,0,0
2015,0.6740829055502517,6.0,3.6,9.8,0,0,0,0,1,1,0,0,0,0,1
2018,0.5196054428478358,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2019,0.5445945403287118,4.0,2.0,7.5,0,0,0,1,0,1,0,1,0,0,0
2013,0.7231267108655205,4.0,1.8,6.7,0,0,0,0,1,1,0,0,1,0,0
2017,0.5560133020610891,4.0,1.4,5.8,0,0,0,1,0,1,0,0,1,0,0
2017,0.4743357187896695,4.0,1.8,4.1,0,1,0,0,0,1,0,0,1,0,0
2016,0.6481556141613463,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2018,0.7231986024539636,4.0,2.7,10.9,0,0,0,0,1,1,0,0,0,0,1
2013,0.7135272359061492,4.0,2.0,6.6,0,0,0,0,1,1,0,0,1,0,0
2010,0.854690593554237,4.0,2.4,9.3,0,0,0,0,1,1,0,0,0,0,0
2012,0.5002014531570006,4.0,1.4,6.3,0,0,0,0,1,1,0,0,1,0,0
2022,0.0052891290118827,4.0,1.5,6.7,0,0,0,1,0,1,0,0,1,0,0
2017,0.4385984036452275,4.0,1.6,6.6,0,0,0,1,0,1,0,0,1,0,0
2003,0.8044243916650284,4.0,1.8,7.8,0,0,0,0,1,1,0,0,1,0,0
2015,0.3630275048049325,4.0,2.0,7.1,0,0,0,0,1,1,0,1,0,0,0
2011,0.8938114070917861,4.0,2.4,9.5,0,0,0,0,1,0,1,0,1,0,0
2018,0.416278888552033,6.0,3.5,9.5,0,0,0,0,1,1,0,1,0,0,0
2021,0.2408446598499794,4.0,2.0,6.4,0,1,0,0,0,1,0,0,1,0,0
2012,0.5224661036416669,4.0,2.0,7.5,1,0,0,0,0,1,0,1,0,0,0
2017,0.4520255382076104,6.0,3.3,10.5,0,0,0,0,1,1,0,0,1,0,0
2020,0.3549564685810394,4.0,2.0,8.3,0,0,0,1,0,1,0,1,0,0,0
2012,0.5645591106425037,4.0,1.6,6.8,0,0,0,0,1,0,1,0,1,0,0
2017,0.5764600616839233,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.6080567710233525,5.0,3.2,8.3,1,0,0,0,0,0,1,0,0,0,0
2014,0.6970170175116182,4.0,1.2,5.1,0,0,0,1,0,1,0,0,1,0,0
2013,0.6125099167608926,4.0,2.0,8.5,0,0,0,0,1,1,0,0,1,0,0
2017,0.359150315361762,4.0,2.0,6.6,0,0,0,0,1,1,0,1,0,0,0
2017,0.4957172565089578,4.0,2.0,5.9,1,0,0,0,0,1,0,1,0,0,0
2021,0.2722071798199885,6.0,3.5,8.9,0,0,0,1,0,1,0,1,0,0,0
2022,0.2121774635946023,4.0,1.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2020,0.4316344247734316,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.4980426411211366,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2020,0.3279048162299265,4.0,1.2,5.8,0,0,0,0,1,1,0,0,1,0,0
2015,0.6406344657632053,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2011,0.7011058935378215,4.0,1.3,5.8,0,0,0,0,1,0,1,0,1,0,0
2022,0.1766022538800689,4.0,2.0,6.4,0,0,0,1,0,1,0,0,0,0,1
2019,0.5221263890839907,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2012,0.8480707080330974,6.0,3.6,9.8,0,0,0,0,1,1,0,0,0,0,1
2008,0.7533149911007948,8.0,4.8,13.7,0,0,0,1,0,1,0,1,0,0,0
2015,0.6493607710353764,4.0,2.0,8.4,0,0,0,0,1,0,1,0,1,0,0
2017,0.4250013251983657,4.0,2.0,5.3,1,0,0,0,0,1,0,1,0,0,0
2013,0.4803199536039522,4.0,1.6,6.6,0,0,0,0,1,1,0,0,1,0,0
2005,0.9234430514493184,4.0,2.4,9.7,0,0,0,0,1,1,0,0,0,0,0
2015,0.6724685313266274,6.0,3.8,11.2,0,0,0,0,1,1,0,0,0,0,1
2022,0.1241786698123972,4.0,1.5,4.9,0,0,0,1,0,1,0,0,1,0,0
2012,0.6945803802099825,4.0,2.0,8.5,0,0,0,0,1,0,1,0,1,0,0
2016,0.294628816150278,4.0,1.8,7.6,0,0,0,0,1,1,0,0,1,0,0
2012,0.7962281123698103,5.0,2.5,10.3,0,0,0,1,0,1,0,1,0,0,0
2023,0.0050501770822211,4.0,2.0,4.9,1,0,0,0,0,0,1,0,1,0,0
2013,0.6822216758947572,4.0,1.8,7.2,0,0,0,0,1,0,1,0,1,0,0
2018,0.4886282039751499,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2018,0.5462257296808339,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2015,0.8028924249491644,4.0,2.0,6.3,0,0,0,0,1,0,1,0,1,0,0
2019,0.5416850139101587,4.0,2.8,8.6,1,0,0,0,0,1,0,0,0,0,0
2018,0.5829797763288992,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2019,0.4688806339865689,4.0,2.0,7.1,1,0,0,0,0,1,0,0,0,0,0
2017,0.5970234884106091,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2016,0.9484002354903048,8.0,4.5,11.5,1,0,0,0,0,0,1,0,0,0,0
2018,0.3993186677732524,6.0,3.5,9.5,0,0,0,1,0,1,0,0,1,0,0
2010,0.6916496679260905,6.0,2.5,9.5,0,0,0,0,1,1,0,0,1,0,0
2022,0.1418691490086461,4.0,2.0,6.3,1,0,0,0,0,1,0,1,0,0,0
2016,0.7463832648815134,4.0,2.0,7.1,0,0,0,0,1,1,0,1,0,0,0
2016,0.6955729772750318,6.0,2.7,8.2,1,0,0,0,0,1,0,0,0,0,1
2019,0.6047046354181884,4.0,2.2,7.5,1,0,0,0,0,1,0,1,0,0,0
2012,0.631097330315074,4.0,2.0,6.2,1,0,0,0,0,1,0,0,1,0,0
2011,0.6375314537379492,3.0,1.2,6.5,0,0,0,0,1,1,0,0,1,0,0
2022,0.1998387098920074,4.0,2.4,1.9,0,0,0,0,0,1,0,1,0,0,0
2012,0.7642867801994747,4.0,2.2,7.6,1,0,0,0,0,0,1,0,0,0,1
2013,0.7219498951414456,6.0,3.0,8.3,0,0,0,0,1,1,0,0,0,0,1
2021,0.2036841616168185,4.0,1.6,7.2,0,0,0,0,1,1,0,0,1,0,0
2015,0.5809986445551933,4.0,2.0,6.9,0,0,0,1,0,1,0,1,0,0,0
2012,0.8261229869392844,4.0,1.6,6.4,0,0,0,0,1,0,1,0,1,0,0
2019,0.4683818263379559,6.0,3.5,9.9,0,0,0,1,0,1,0,0,1,0,0
2018,0.5864618958925412,4.0,2.0,8.4,0,0,0,1,0,1,0,1,0,0,0
2021,0.3363289805420193,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2009,0.8066068566761346,6.0,3.5,9.4,0,0,0,1,0,1,0,0,0,0,1
2016,0.6097989472542176,6.0,3.0,8.3,0,0,0,0,1,1,0,0,0,0,1
2006,0.7991247159085593,4.0,3.0,9.6,1,0,0,0,0,0,1,0,0,0,0
2015,0.6456967258513847,6.0,2.7,8.8,1,0,0,0,0,1,0,1,0,0,0
2013,0.6448393241008197,6.0,3.6,10.4,0,0,0,1,0,1,0,0,0,0,0
2021,0.3353030190838805,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2023,0.0031050613758549,4.0,2.5,8.1,0,0,0,0,1,1,0,0,1,0,0
2018,0.6058343154720665,4.0,2.4,8.3,0,0,0,0,1,1,0,0,1,0,0
2018,0.5339260710528383,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2016,0.5500197607635605,4.0,2.0,6.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.5901257697887221,4.0,2.0,6.6,0,0,0,0,1,1,0,1,0,0,0
2023,0.0027705026230676,4.0,2.5,8.4,0,0,0,0,1,1,0,0,1,0,0
2010,0.579912466013464,4.0,1.8,7.2,0,0,0,0,1,1,0,0,1,0,0
2022,0.0586240013445472,4.0,2.0,8.2,0,0,0,1,0,1,0,1,0,0,0
2011,0.7683887186208428,6.0,2.7,8.2,1,0,0,0,0,1,0,0,0,0,1
2013,0.3580340004368273,4.0,2.0,7.7,0,0,0,0,1,0,1,0,1,0,0
2018,0.1583043076586177,4.0,2.5,7.5,0,0,0,0,1,1,0,1,0,0,0
